,return_usd
2683,0.2741408018851135
2695,-0.3649951755544511
2696,-0.7040059238948212
2697,-0.7646431822650153
2709,1.5816349677720114
2710,1.1106396688808282
2711,0.28968007511445404
2712,0.05458287777029175
2714,1.7673130763231288
2715,0.8471978553868702
2716,-0.12386398722238602
2717,-0.4516137641341445
2718,-0.5579172312998412
2728,0.45546089442940413
2738,-0.8321793892555027
2739,-0.8794767587514388
2744,1.4972541714281484
2745,0.7890480949371484
2754,4.042526568800576
2755,2.466988745285478
2756,1.9163489182393914
2757,1.7100973955332777
2758,1.5040773967762742
2766,-0.4516137641341445
2767,-0.6572010537864762
2768,-0.9792305316480292
2769,0.10038817403126833
2770,-0.592759006528677
2771,0.6111776176926946
2772,0.20171560390058932
2773,2.936889500801202
2774,1.7429718050554979
2779,1.1125809378955054
2798,0.5679807042670504
2806,1.5198632530413057
2807,0.4238287921251223
2809,0.5089238164763944
2811,2.629115213014068
2812,1.3763450302662226
2813,0.2485773525710199
2814,0.0912108800533841
2823,-0.4778745236263048
2824,0.5570983360966694
2825,0.5089238164763944
2827,2.118662254833117
2834,-3.6343912688298667
2835,-3.6343912688298667
2836,-2.995732273553991
2837,2.4586995576188264
2838,0.6669571974697044
2839,0.20742059084897344
2840,-0.44021184443799916
2843,1.2912691407107806
2844,1.8508927835195632
2845,2.376978024542982
2846,3.4184346296817134
2847,3.455972773173315
2848,2.350651185563085
2849,1.6362161534667055
2850,1.6362161534667055
2868,1.6663096185106392
2869,0.9597332897169919
2870,0.09476457644442288
2871,-0.023063939598551693
2872,-0.19492059237046985
2873,1.847745900268082
2874,1.1954364733036495
2886,0.871335206072293
2887,0.15194825627205816
2894,-0.11777053573450778
2902,-0.6620361855348925
2903,-2.0923241675108497
2910,2.6099889071179114
2911,1.4912622997294303
2912,3.596240453531705
2913,1.659769744765103
2914,3.252492402609334
2915,2.318606069048225
2916,2.0654060027153713
2917,1.596697091783265
2918,1.2691985892436435
2921,-1.2830160116663887
2931,1.1349763614040356
2932,0.9808417529336019
2933,2.279879255458408
2934,2.009340914000347
2935,1.0822118673003287
2943,1.7663561875055191
2944,0.8554360836036639
2951,6.044524155643848
2952,4.517743450021591
2953,4.161468800011186
2954,4.035256051649114
2962,0.035174075007654085
2969,1.7320448499003973
2970,1.4424856407696331
2971,0.9724820115238975
2972,0.7268720499615662
2973,0.20457216572877446
2986,0.11234605983153843
2987,-0.4312445610956517
2988,0.01242251999855711
3012,0.8001164015571878
3019,3.665605709454219
3020,2.7493136981458814
3021,1.3553195568204601
3023,-1.332943185622896
3024,-1.332943185622896
3025,-2.404617818559197
3026,-2.916921093129701
3029,1.5238146624593059
3030,1.2361398526199592
3052,-0.2748316604729611
3053,-0.9926319651308778
3054,-1.516858731141007
3055,0.6523251860396901
3056,0.9968748314301937
3057,0.5708100406950023
3058,0.1516045841318941
3059,-0.5252626715637602
3068,-0.4761021877076051
3069,-0.49593701127224005
3070,-2.0402208285265546
3084,1.2944257523103633
3085,0.7282247071726414
3087,1.2243928880155
3088,0.7543833800305187
3089,-0.10125783207422699
3090,-0.16936584563373874
3097,1.1936193922464442
3098,0.5560666400115777
3102,1.6981079131465997
3107,4.80811592793197
3108,4.3738306390743436
3109,2.8127825194854394
3113,1.2667785751183274
3114,0.5736313945583822
3115,0.5736313945583822
3116,0.25974545375875824
3117,0.24584393683498548
3142,0.9118408458005243
3143,3.77677585602012
3146,2.4371684321287743
3147,1.9722738384863057
3148,1.8119378429161808
3149,1.5812441780633184
3150,1.6636040761778292
3155,-0.4525567156420149
3159,1.7112722183153684
3160,1.004704458445143
3190,3.2188758248682006
3242,2.814755811714073
3243,1.6393655786757892
3244,0.8661756904423074
3280,1.0608758068317123
3281,3.5288750077110125
3282,2.760218778984043
3289,3.743949856240519
3290,1.7980397071852054
3291,0.5888416637506315
3293,1.2549890603419005
3309,0.7732052727305244
3344,1.3328672127370296
3345,0.9198045511739517
3346,0.6758992871503919
3355,3.323055643777865
3356,1.4012322334840976
3361,2.5586526516764843
3362,1.4825813364313873
3365,1.6711725062389373
3366,1.1479419898009766
3367,0.9598864759918012
3394,-1.2039728043259361
3400,2.4852649189352776
3401,0.7966960561885041
3405,3.5478313099357552
3406,1.1404257914815201
3407,1.3312572251899821
3408,0.787365855798927
3410,2.1859051986534803
3411,1.0002641656503335
3422,0.2571970914390615
3432,3.503058782552073
3433,3.214466116379501
3434,2.8779954868281092
3435,2.634468244424241
3443,-0.1438703704197019
3444,-0.31676765334687745
3445,-0.3244843789758856
3446,-0.1542006810773
3448,2.0615066690434682
3449,1.5514273709305948
3450,1.2395908819276817
3451,1.1867452586593101
3452,0.6927971192956499
3453,0.7316464797105551
3454,0.7738973302450544
3457,0.0835136002278176
3468,1.8281396133208054
3469,0.7419373447293773
3492,1.4562867329399256
3521,0.21535328583914679
3522,0.21535328583914679
3523,0.0518331486400172
3542,2.341892340864629
3543,0.34117544489178087
3548,2.1307523359142633
3549,1.5981544934136138
3556,-1.407313728343966
3557,-2.335108284699606
3558,-1.4271163556401456
3565,1.6150819548191853
3566,0.7564036301949602
3567,0.6778812468895119
3569,2.9747894965340658
3570,2.6245888788412093
3571,0.10011679133477262
3573,2.114265584396455
3574,1.8806551808546352
3575,1.699150637495392
3576,1.0072642492088044
3577,0.14885094673235474
3583,2.134970851472316
3584,1.6649672222265808
3585,1.3364736661359347
3596,0.907169257424594
3602,3.2354379131671793
3603,0.6012511658554083
3604,-0.5819636515993304
3605,-0.6346896109883766
3606,-0.654888468442855
3607,-0.7614260213132397
3608,-0.8587296213496235
3609,-0.8587296213496235
3613,-1.7276585438215313
3614,-2.1328423184069516
3615,-2.497384171299113
3616,-0.03666398437159147
3654,-0.42052798578521017
3655,-0.8660730157135377
3656,-1.2160453855602051
3657,-1.2160453855602051
3658,-1.2251964407775626
3669,1.487654385472309
3676,-0.22414405164779325
3679,1.7218554685031797
3680,1.6971740267381872
3681,1.2091692792327535
3702,4.067906468832726
3703,2.929539050819192
3704,2.49775706176682
3705,1.804609881206875
3711,0.42565981539368364
3712,0.6559124939497195
3713,0.44250395554315075
3714,0.38137731257907437
3735,1.9129884127702195
3738,0.9821908256508585
3743,0.09984533496971612
3744,-1.0128016322549989
3749,1.4743052384426039
3750,1.57221360513583
3751,0.8807050041491462
3752,0.20016147492228564
3754,1.5506004427096058
3755,1.455283899267953
3758,1.847257245713477
3759,1.6859173561393188
3760,1.6262360307099812
3761,1.0271162869630397
3762,0.41482120303218933
3764,1.9068425670340046
3765,0.5527925625872971
3766,-0.2564418367157244
3768,1.6318254313117295
3769,0.9287330047640423
3770,0.6348822724279696
3775,-1.6697188433190304
3776,-1.4567168254164364
3777,-1.1763576372929627
3778,-1.1917149069304338
3784,1.684137138334301
3785,1.1580440424375218
3786,0.7621600518468995
3793,-0.2150513814168735
3794,-0.11709577187624727
3795,-0.12488318214669017
3804,-2.595614771772422
3805,1.467321199762264
3806,1.0574082767440525
3807,0.6519605362296954
3819,4.8588763074449055
3820,4.332965058675591
3837,0.5382462193419829
3838,0.037488444410991605
3845,1.0777631139321486
3846,2.1509246433017
3847,1.7401503354948247
3848,1.3864693458091768
3849,0.6775257996569886
3853,2.208186497570398
3854,0.4318473493822828
3864,0.5042238801314283
3865,0.40759616911711855
3866,0.03979746987406606
3878,2.2319694769977008
3879,1.3277379116598669
3880,0.7971017082797947
3881,0.560244161895718
3882,-0.4538153690492111
3885,2.9072780379625236
3886,2.210140802602766
3887,1.683673019362997
3888,1.6349497016028238
3889,1.6375976782279569
3907,2.233974291366252
3908,1.5408378209418436
3909,-0.6477914788391481
3910,-0.8843076860211043
3914,0.13400627984773383
3921,-0.6707987768961836
3922,-0.14306238284183775
3923,-0.4257188371354324
3936,-3.653512310276645
3967,0.6870788051583385
3968,-0.004912044361020641
3969,0.7310208329880268
3970,-0.9270989305907585
3972,3.390379074226276
3973,2.6972318936663306
3974,1.0476347339032421
3986,1.1394662826763757
3987,0.9149298062348136
3988,1.3089272375434475
3990,1.6451524862580942
3991,2.6164903134861044
3992,2.6164903134861044
3993,1.1405856201455329
3994,0.6397991450580208
3995,0.5674705724719433
3999,2.0694038320092503
4000,1.5527617352405436
4022,1.4025613335837626
4023,0.9350732311735221
4030,0.412970207593938
4031,2.930777665864415
4032,2.9393418000664733
4033,2.910631796903525
4041,2.91553038654543
4042,2.3439381464775244
4043,1.2342789000896432
4051,3.865979066926739
4053,2.188856327665703
4094,0.3566949437387351
4095,2.874383513250752
4096,1.5711959201772325
4097,0.4832282965738864
4110,1.851599469584072
4111,1.4691868504594505
4114,0.06485097231961626
4131,0.8883026953339863
4132,-0.10536051565782628
4136,5.051617915715288
4137,3.187537880892183
4138,3.202136500863903
4139,2.8355107031049
4141,0.08617769624105241
4169,1.2388668633032567
4170,1.1526900361987737
4178,0.9082182367832686
4179,0.171766042854438
4180,1.7011415966443135
4181,1.604807207249406
4198,-2.626931149817418
4199,-1.8971199848858813
4200,-2.084253098677058
4201,-2.1136189934814222
4231,1.2419619902299706
4232,1.179485420674665
4233,1.0999447339018884
4234,0.8032116154222543
4264,0.2481092973319578
4265,-0.2539894314853112
4266,-0.12047415346787453
4291,3.3983700552055502
4292,1.466836943835078
4293,0.456538378292165
4294,0.4077292097612315
4310,2.1373330200956135
4325,2.0113366686626564
4326,1.599589576379286
4327,1.1239225966242745
4335,1.466052412898166
4336,-0.25154302583590776
4337,-0.014504686202881688
4338,-0.014504686202881688
4339,0.11332868530700327
4340,0.07352923328811553
4341,3.5261869801464263
4342,2.1324252814591302
4343,0.6279684545349509
4344,-0.18236155759397593
4348,2.160445325832923
4349,1.349526636927676
4350,0.9725576373274577
4351,0.4962194713766286
4361,1.3008181687674394
4362,0.5470804044251619
4363,-0.06187540371808753
4364,-0.06187540371808753
4365,1.0374458534306223
4366,-0.37149855854489156
4372,2.780408071291913
4373,1.6732761884572782
4374,1.4309808787422966
4375,0.12575120530556025
4376,0.625564029236149
4377,0.041429809763139556
4378,0.041429809763139556
4421,2.590999397298639
4422,1.7520479689918271
4423,1.4172841778066345
4424,0.46618384314287026
4425,0.26551314768071904
4426,4.276536944006656
4427,2.5239430510851
4428,1.1415121229833305
4430,0.8928992724167845
4431,-0.25631261270572353
4432,-0.432322562278047
4433,-1.348613294152202
4434,-1.7231666777624433
4435,-2.1821389399181785
4436,-2.096384262410148
4437,2.3542853045795624
4438,1.6782547684312346
4439,1.1991813435898053
4454,0.8797927088339544
4457,1.6835244557867985
4458,1.475883662405492
4459,1.3217291729600908
4464,0.91344669142242
4465,0.6455837636283357
4467,3.5511019165046087
4468,3.112848420222671
4469,2.261981824551498
4470,0.9402416060299416
4475,0.9890578054250354
4476,0.8555210995442039
4481,4.521164469290825
4482,2.771963526845863
4483,1.4161201180171321
4501,0.1887177242991925
4514,0.40839414761404425
4515,-0.7550225842780328
4526,2.465061021567294
4527,2.539631549477247
4528,1.3131320954909065
4529,2.302585092994046
4553,0.0
4554,0.0
4555,3.8093433375290737
4556,2.9004870916372574
4557,1.7067823852968491
4559,-2.10701830945007
4560,-2.10701830945007
4561,-1.66812690878278
4562,-1.66812690878278
4563,-1.7561992938295041
4564,-1.8476951015583585
4622,3.6477501207032557
4623,2.218638106868125
4624,1.378514173800928
4628,0.0
4656,-0.09156719352549052
4657,-0.27958163641791284
4672,2.573237988577965
4673,2.449788841530676
4674,1.1469896692414159
4678,2.407476498636973
4679,0.3970296292870628
4680,0.676357011252471
4681,2.1489442831609873
4682,1.423084237566742
4683,0.4701286214338866
4689,2.0693785794839963
4690,1.2395329797244867
4691,0.7238218648278643
4692,0.05363554916590934
4693,-1.4443472925685077
4694,-1.7579379207525443
4695,-2.482908647125327
4696,-3.2441936328524905
4697,-2.7379940774752822
4698,-2.478129665508977
4699,-2.5034780353734356
4700,-2.5395740511303084
4711,1.0979787546945015
4725,1.7478598269380368
4726,1.0546952316016531
4727,0.41283786243757753
4728,0.3898775847664506
4729,1.0609796471945547
4730,1.6505990494390412
4731,1.335974277219875
4732,1.1880568142605352
4738,1.7770687538180514
4739,0.8607780219438964
4740,0.8607780219438964
4763,0.2700271372130602
4764,2.0385674624698633
4772,1.4659600746631458
4773,0.2612867610922493
4774,0.13444347654949063
4775,1.0739096760277378
4776,0.7583261215849167
4791,1.3599247180997471
4792,0.27967510204986457
4803,0.25974545375875824
4804,-1.1208578976154293
4805,-1.452006904485272
4834,2.753826303738794
4835,2.0711573220921387
4836,1.8313807431717912
4837,0.8099964470562377
4838,-0.43680098841801723
4839,0.9886113934537812
4840,0.8921209825669502
4841,0.32721523678710734
4842,-0.8038553025443669
4854,0.45881628360515897
4855,0.5679807042670504
4859,0.45476307982945074
4865,3.769719536107749
4866,3.0408538117750292
4867,1.992398346002179
4868,1.7172873282087977
4870,1.1976730021774078
4873,2.417528545291377
4874,1.7288374186754343
4875,0.6735565307949412
4876,0.9918062843503004
4887,-0.2898176845822026
4888,-0.2898176845822026
4889,-0.34644176765870327
4906,-0.2436013932166059
4907,0.48495381619842015
4922,-1.7885645783315358
4923,-0.7804495089627419
4924,-0.6479826286055717
4925,1.3312308103448376
4953,2.9649379583805806
4954,1.9505849195548317
4955,1.0839046597958353
4956,0.6820356758052266
4957,0.4173278006506765
4958,1.4996453676063457
4959,0.8710422884009864
4965,1.579885510172076
4978,-0.15864409343959798
4982,0.5958099476709879
4983,0.5958099476709879
5034,3.9364677824317664
5035,0.9470139045169956
5036,0.45450920828708685
5040,1.9609113519733672
5041,1.4219269137485966
5042,1.1683249010794101
5085,1.2992920749980297
5104,0.6072624414027756
5105,0.19515551477404103
5108,2.2077248119700856
5109,0.987866930363377
5111,1.7047480922384253
5118,1.7897741664847377
5147,0.6310589882465235
5153,0.07380792714471986
5162,2.6888198100476375
5175,3.1428151782552365
5176,1.7728993975866985
5177,1.1317246401183119
5186,2.3096202878750427
5187,1.7499995349798234
5188,1.0873153849258126
5191,0.689038752515402
5192,0.44647908419877846
5211,0.8077696713966431
5220,1.714806428059927
5221,1.0216592474999815
5222,1.0216592474999815
5254,1.6863989535702286
5264,0.3049078531168494
5270,-0.3325399780936079
5271,0.042676274280436396
5272,-0.7127378303249494
5273,-0.6863701962809217
5274,-0.07020789504349646
5300,2.4603321552214203
5305,0.5569264606486539
5306,-0.31676765334687745
5307,-0.7497175320483397
5308,-0.8869746775401021
5309,-1.1335143406773744
5320,1.228323895189767
5321,0.1986869108802189
5326,3.4178938827495653
5327,2.801704465179999
