,uuid,org_uuid,announced_on,money_raised_usd,num_investors,investment_type,lead_investor_rank,post_money_valuation_usd,prev_rounds,country_code,amount_delta,holding_time
256063,773c9fb9-0e27-4115-8bc1-343e24ee28c8,0002aa63-f21b-4c54-9495-895a1d09e0d4,2946326400,1500000.0,7.0,seed,189123.0,4500000.0,0.0,USA,1500000.0,498.0
327293,e5e06be5-4b9a-4040-9ee4-bb45920a1f99,00060741-9e4b-44cd-880a-8d0fdd8046c8,2969827200,215983.0,2.0,pre_seed,59277.0,2215982.0,0.0,SGP,215983.0,40.0
289310,23263b3b-0c61-4980-aee2-47f00f12e357,000b7667-bf70-4298-bae9-94f44d27dc10,2966716800,8700000.0,1.0,seed,3023139.0,19700000.0,0.0,CHN,8700000.0,157.0
229099,befaba3e-2bae-4fd5-b71e-6d03a71b980a,0010d353-dfe4-483b-86a7-5e11e9996e63,2887401600,500000.0,1.0,pre_seed,215024.0,4500000.0,1.0,USA,200000.0,122.0
185548,10e2bc7d-f5a6-4cdd-acf3-6c87b167f83f,0011daf2-bf81-2365-e08a-d896bdc186d6,2902262400,1900000.0,1.0,series_a,481.0,6400000.0,1.0,IND,1795000.0,622.0
118975,229fb932-9d59-777e-0fc2-fe24ae82dc9f,0033a7ef-e7ca-9c91-cc67-cd40654e5123,2412201600,12000000.0,7.0,series_c,674855.0,73500000.0,0.0,USA,12000000.0,1621.0
416694,ea4dfd87-2867-4d12-b3ee-24e8dcb622da,0042f9e8-4859-686d-fa8e-054717fda92e,3016051200,71000000.0,15.0,series_c,11580.0,500000000.0,2.0,USA,51000000.0,1148.0
450283,cce8b880-987c-427d-9536-1ef6c8067f07,004585f6-70d2-da74-7ff1-9f68a8e1162a,3029875200,400000000.0,8.0,series_c,95770.0,17500000000.0,3.0,USA,350000000.0,622.0
63137,e5256a7f-c2c3-fb9c-2164-c9f245ee8276,004b650c-7dcc-168e-6e61-95ca37cf1c84,2740176000,48284.0,1.0,other,275.0,137952.0,0.0,GBR,48284.0,0.0
451750,c5535067-8648-4d69-9db3-8959e7fb7e2c,004c2437-53fc-ca03-c418-bd34404aace2,3030393600,90000000.0,5.0,series_b,11172.0,700000000.0,2.0,USA,49300000.0,209.0
408782,318fc230-9170-427e-bae2-5b7af7a5490d,005ceae2-d3b3-4d8c-a34d-ea63972dbeec,3013459200,1076000.0,6.0,pre_seed,114672.0,6076000.0,0.0,other,1076000.0,148.0
417919,47519a4d-2142-483c-a3a0-4aab583ceb4e,006908af-9df9-444e-aa9b-9a4776e13b68,3016915200,74609.0,3.0,pre_seed,1519784.0,3599459.0,0.0,other,74609.0,474.0
432099,d149a4ea-71fa-4921-9675-fede5c629399,006aa4a6-aa16-19e0-09b6-ce013487c756,3022444800,33400000.0,6.0,series_c,170499.0,208134862.0,0.0,KOR,33400000.0,2475.0
408791,5997f019-35c7-4c75-8ede-d3df4b12ebb7,006c7cd8-8486-4500-8573-8e960951e832,2987452800,215000.0,1.0,pre_seed,109939.0,1075000.0,0.0,other,215000.0,0.0
434502,183cea39-77d8-4df6-9267-a49d6cdc6df8,006c7cd8-8486-4500-8573-8e960951e832,3023222400,100000.0,1.0,seed,45.0,3100000.0,2.0,other,80000.0,0.0
175608,06796969-9ec3-5458-ff0d-c9b3d9dee181,007bfe46-e02c-00b3-51ad-3a25e8d64851,2842819200,1385821.0,2.0,seed,104314.0,8492596.0,0.0,AUS,1385821.0,458.0
246628,0cf922c4-527a-4012-9c18-b43ee376a864,007e3215-a0a8-45b8-b6d8-418c14293f06,2908396800,50000.0,1.0,seed,413314.0,200000.0,0.0,other,50000.0,90.0
468628,4dd9c95c-684d-42f5-90f5-539978920b6d,009544b3-511a-4fe8-89f0-4af7a57aa204,3035923200,125000000.0,11.0,series_b,42096.0,625000000.0,2.0,other,111000000.0,751.0
474540,9db82276-424c-4672-b453-08d328589e7c,009628a2-1e35-4292-9014-6bbdb609cd81,3035318400,12500000.0,12.0,series_a,54880.0,80000000.0,1.0,USA,9750000.0,294.0
88949,324c8784-ce0a-f8f3-909c-96e2cb5c1e88,009ae60e-6dec-7a8c-8382-2edccb0f9cce,2793916800,64111.0,1.0,other,275.0,904062.0,0.0,GBR,64111.0,560.0
89552,9b4b6c03-d92c-f93d-84ca-1d8ddbc6d69b,009ae60e-6dec-7a8c-8382-2edccb0f9cce,2818368000,154000.0,2.0,other,275.0,1144000.0,1.0,GBR,89889.0,283.0
253006,17a00c39-d8c8-4fa7-8fad-e09397ff1569,00a97bec-e6e9-4bae-90a7-7f910644fa9a,2931120000,100000.0,1.0,pre_seed,92902.0,1100000.0,0.0,other,100000.0,189.0
348540,5762685a-cd48-414b-9e9f-d4955cd03781,00ab086a-5216-4b73-a72d-5e379afbcfdc,2991859200,47000000.0,2.0,other,174635.0,140000000.0,0.0,ISR,47000000.0,540.0
447449,7599ea83-4edb-42e7-87e5-940a26355171,00ac0f88-2702-4807-b79f-22be0e8cb66d,3016310400,715000.0,1.0,pre_seed,114965.0,3365000.0,0.0,GBR,715000.0,444.0
437460,2bcf182e-8321-4dbd-80eb-929a811b0eb8,00befe7e-ce2b-4735-bacd-206cf49313ea,2929564800,25450.0,1.0,pre_seed,421210.0,871831.0,0.0,KOR,25450.0,0.0
437462,18e1aa08-e8f0-4fd6-835f-b3cb5ebba205,00befe7e-ce2b-4735-bacd-206cf49313ea,2951683200,33250.0,1.0,pre_seed,1611167.0,879631.0,1.0,KOR,7800.0,256.0
213231,99731817-f063-4b68-b200-d98be92d4343,00bf570a-fca7-47bc-97c3-578f1be0069e,2956003200,3200000.0,1.0,other,2771046.0,5700000.0,0.0,GBR,3200000.0,1553.0
104975,1df8734f-be0d-282d-e099-91be92e85554,00d85dac-7a9d-ed45-7f53-1bcac9c7b6f9,2835734400,105000000.0,7.0,series_d,69316.0,1000000000.0,2.0,USA,90000000.0,1112.0
480846,80c2fd0f-50cf-4bb9-8932-44924f106409,00db2b07-3bf0-426e-8f05-bb8db30711c4,3040588800,25000000.0,2.0,series_a,57842.0,100000000.0,0.0,USA,25000000.0,1589.0
239922,df605a62-eeab-4910-8646-fb205931e07d,00e11cb2-8bc8-8145-eab5-ab8818d35ff2,2936044800,5700000.0,1.0,other,109635.0,57000000.0,1.0,SWE,2290378.0,665.0
519,b2dc53a4-ca32-4f08-8586-b00d8c8e829f,00e435dd-f616-27b3-9128-58fb909d04b4,2577139200,30000000.0,4.0,series_c,103460.0,350000000.0,2.0,USA,5000000.0,427.0
333080,8fde5036-ca1d-4c48-a631-ccd8e770afa1,00e63eba-959e-435f-9712-a524c8fd280c,2985897600,150000.0,2.0,pre_seed,1450.0,2292857.0,2.0,CAN,142826.0,87.0
84059,085c13c8-8525-1f7f-b14a-1ba7c62ab08e,00e68e6e-a157-3be8-20b7-55e84f5d8719,2813961600,8950000.0,6.0,series_a,103359.0,25580000.0,0.0,USA,8950000.0,812.0
169111,9dd27944-aade-579c-507d-9772168f4381,00e68e6e-a157-3be8-20b7-55e84f5d8719,2888870400,23000000.0,5.0,series_b,111524.0,93000000.0,1.0,USA,14050000.0,867.0
240210,425f9c3b-67ce-452f-a68e-81458edb4fa3,00e68e6e-a157-3be8-20b7-55e84f5d8719,2936217600,50000000.0,7.0,series_c,29467.0,290000000.0,2.0,USA,27000000.0,548.0
405802,1375c7ca-5a56-418b-8c09-8729fa6faefe,00e68e6e-a157-3be8-20b7-55e84f5d8719,3011212800,110000000.0,9.0,series_d,62799.0,1200000000.0,3.0,USA,60000000.0,868.0
371930,59edf8f4-f123-41f3-8db4-76e4794546dc,00e94aa4-acb0-4d91-b39e-87425cef58a9,2871072000,25058113.0,1.0,private_equity,480.0,125290562.0,0.0,IND,25058113.0,9430.0
431920,8b8b6133-b433-4612-87c9-64c96af0ab6b,00edd45f-dda8-65ab-ede7-bf4f97ac5d3e,3022617600,110000000.0,7.0,series_c,1329.0,1100000000.0,4.0,USA,92500000.0,347.0
246322,02f269bc-e65c-4b8f-b92b-72becaeed55d,00f45176-42c5-1755-9e02-d8a2b05a4283,2940364800,11200000.0,9.0,series_a,60110.0,26800000.0,0.0,USA,11200000.0,1160.0
56968,5b9990dc-32a6-262f-4ddc-eb2c34e11df3,0101ff8f-e75a-d321-7687-a6db709e074e,2753308800,1000000.0,1.0,other,148672.0,31000000.0,0.0,other,1000000.0,624.0
72679,26e00f84-ab35-c648-4f82-1540f52a81cd,0101ff8f-e75a-d321-7687-a6db709e074e,2771798400,2000000.0,1.0,other,148672.0,22000000.0,1.0,other,1000000.0,214.0
77499,dc86e493-6cee-9eb3-e558-c66b91f527c3,0104b004-f68f-b66d-1d6b-10e4ff8dec57,2805321600,103600000.0,6.0,series_c,100052.0,700100000.0,2.0,USA,72100000.0,296.0
179817,01f5449f-0ea2-4d4e-bc49-1fe5aac9412f,0104b004-f68f-b66d-1d6b-10e4ff8dec57,2887315200,29000000.0,4.0,series_d,100052.0,145000000.0,3.0,USA,-74600000.0,949.0
257312,601a9eb6-f65c-484c-acdf-da6f46ac351a,010a349a-14bf-76ff-53b5-5fb3281a46de,2946931200,60000000.0,10.0,series_c,95770.0,500000000.0,2.0,USA,30000000.0,210.0
419263,a458c32e-3d8a-4f8d-b9ea-98451cc56ef8,010a349a-14bf-76ff-53b5-5fb3281a46de,3017174400,100000000.0,5.0,series_d,10968.0,1100000000.0,3.0,USA,40000000.0,813.0
474034,8f075a9f-eb21-46a4-8a88-43cf94dc82cc,010d6fac-36a4-460e-acb4-11ca2ac36b4a,3037737600,25676360.0,5.0,series_b,4699.0,109947488.0,1.0,IND,18683799.0,232.0
365439,2267bcb7-2144-4f72-b2c7-c7dd7cc2d650,01115fd8-63ed-4fbb-878a-12dc9a438cc5,2999116800,25516682.0,3.0,series_a,114098.0,121508011.0,1.0,DEU,19516682.0,353.0
453791,b87fbec5-7f43-4476-8c6f-a29abab7d431,01115fd8-63ed-4fbb-878a-12dc9a438cc5,3031084800,85068736.0,5.0,series_b,1329.0,567124903.0,3.0,DEU,55876224.0,153.0
344367,ca6a967a-b7f6-476f-96ce-92b8e9b39364,01184718-5b57-4083-99a0-1c8ab02e2f3c,2982787200,78900.0,1.0,pre_seed,108038.0,1328900.0,0.0,USA,78900.0,374.0
245093,3ae49324-e631-4e02-b2bd-540aa337b95c,0118cb35-31fb-4530-99ca-d2c9cd15824f,2937427200,686890.0,1.0,series_a,292667.0,14424694.0,0.0,other,686890.0,547.0
121066,94aa9303-1566-1d8b-8eb6-d2e5373e6c9a,0126fc42-4d95-8736-df1e-b632f732396b,2848608000,5129374.0,2.0,series_a,254946.0,21087427.0,0.0,ITA,5129374.0,828.0
199575,d880cddb-aee7-4e7f-a4e1-ae325e12a0b2,0127c505-2707-4c35-814f-6b862e504088,2806790400,248122.0,1.0,seed,380242.0,5848596.0,0.0,other,248122.0,1075.0
331045,29b116fa-42f5-4ffa-a7e4-fc8674f75389,0127f970-435d-48ed-aaf1-ea2928acc95e,2906323200,1664266.0,1.0,seed,1438852.0,20739741.0,0.0,CHN,1664266.0,1092.0
175283,f1b5d508-639d-2d67-39b8-27c3b9a88da6,01302f7b-6d57-e8b0-e88a-5cc6d053d797,2929996800,3259202.0,3.0,seed,309661.0,14123209.0,0.0,USA,3259202.0,701.0
465979,e6374aa8-7ec2-4783-8d28-2152385c24d5,014152ff-cae1-4039-b460-e34a3fe0e312,3033590400,4795071.0,6.0,series_a,63022.0,28237637.0,0.0,IND,4795071.0,686.0
379464,79f6f728-7e20-4c4d-943b-d5524d7351b3,014cf050-674a-48c2-8ada-feef8b03c281,3003177600,500000.0,1.0,corporate_round,226095.0,3846153.0,0.0,CAN,500000.0,426.0
268179,c512c920-8317-4fc1-bffe-0acd594482ed,014f4278-93e6-ff40-2266-632b43910293,2927491200,41018475.0,1.0,corporate_round,154315.0,283536609.0,1.0,AUS,33062070.0,433.0
39698,366df2a3-55ca-ba10-a302-1a4ddc7f4758,015887d8-1cd1-4c94-0941-ad27ce721e8b,2767392000,4000000.0,3.0,series_a,121052.0,29290000.0,0.0,USA,4000000.0,984.0
314607,b0bc7954-5365-4a81-9b59-4f599b5fa385,0159dad2-904d-0865-dc93-7f6ca28414c8,2980281600,220000.0,1.0,pre_seed,96618.0,3671000.0,2.0,FIN,72734.0,1136.0
411594,46499e53-56ba-4a7f-b21d-5120f6811455,015d4ff0-9379-e91f-35d4-5a6d772d36cd,3013545600,100000000.0,1.0,private_equity,273085.0,450000000.0,0.0,USA,100000000.0,4563.0
260021,f39cf055-7a3b-4eff-969e-4c5aeb9f1f41,01605352-6f6f-41e2-95bd-c813ab8168e9,2940883200,110000.0,1.0,pre_seed,170.0,1027000.0,0.0,SWE,110000.0,1.0
125800,1e770eee-779d-4ed4-543f-764b8c7ac444,01757823-855c-43ed-ae4d-45aba8b66b65,2853100800,200000.0,4.0,seed,1594949.0,798529.0,0.0,IND,200000.0,515.0
313234,da0fc3ba-1e2c-42ab-90ca-6dd76552b002,0180932a-4757-4e31-b162-93a3546fac0e,2970432000,119223.0,2.0,pre_seed,35.0,1311457.0,0.0,other,119223.0,0.0
80145,d398249a-9fa1-55d3-1edb-bb1bb1873850,01816c87-1fcb-c823-75ab-c67735887aad,2809900800,27000015.0,1.0,series_a,112671.0,527000015.0,0.0,USA,27000015.0,543.0
105067,d75a3ae1-7eca-fe41-5876-1c6313aaf75f,01816c87-1fcb-c823-75ab-c67735887aad,2836512000,80060118.0,4.0,series_b,228255.0,1155060118.0,1.0,USA,53060103.0,308.0
359147,1349a074-7525-4d8e-904c-6258c12715ea,01837d25-9b4d-419f-bfdf-bd92d70a5930,2996524800,124829660.0,1.0,private_equity,78385.0,312074148.0,0.0,other,124829660.0,4001.0
92266,06488151-edd6-81bc-23cf-4da88bf69720,0185bfe6-d288-7ee4-7f45-80f3d7fd4d78,2824070400,115000000.0,1.0,private_equity,2440.0,620000000.0,0.0,CHN,115000000.0,9675.0
100385,e56e653b-7dff-07a3-925c-25787cda7fdc,0185c15e-0dba-4292-6e76-f3c2513697ab,2437603200,40000000.0,1.0,series_e,102397.0,200000000.0,0.0,USA,40000000.0,1915.0
123128,40c01e50-1fae-1a5e-3a96-e3aa6c6f8340,019192ae-adf6-257b-dd13-cfebd93daabd,2810764800,170404.0,1.0,other,275.0,1527724.0,0.0,GBR,170404.0,25.0
143497,a2965751-4253-a019-b4ad-6b96f8512e18,019192ae-adf6-257b-dd13-cfebd93daabd,2845497600,116570.0,1.0,other,275.0,2002222.0,1.0,GBR,-53834.0,402.0
405131,bea617b9-0dda-421a-83cd-1f2bb859fffb,019d7839-f986-4daf-bc70-42f1f9c0d167,3011040000,20000000.0,7.0,series_a,137754.0,100000000.0,1.0,USA,17500000.0,432.0
376661,d75d8aec-54ab-43ce-81b5-94b18c39e2db,01b31df0-f720-309f-7bea-d96461624e6c,2773872000,5884374.0,3.0,series_a,50103.0,33999975.0,0.0,USA,5884374.0,1059.0
354214,0b287c69-f9b1-486c-b651-4ec5a7db958e,01cc120d-c281-48c3-8d02-0e14c1aa10fe,2994364800,4045163.0,3.0,seed,24681.0,18877425.0,1.0,IND,3045163.0,303.0
159023,48fe2381-0af4-362a-0e47-0107aed42f59,01dcdcd8-ef51-942a-46a3-7ed96321ccaf,2861913600,159229.0,2.0,seed,180698.0,1107017.0,0.0,GBR,159229.0,142.0
468056,77643a72-be27-4866-9c02-0804283a47c5,01ed2c47-4152-4d99-a276-131a628397ea,3035750400,23800000.0,3.0,series_b,26248.0,1000000000.0,3.0,USA,10169620.0,283.0
406711,ca816656-4200-4f18-9be4-b36f0a705790,01f2f24b-1872-426e-96e8-784690349642,3011558400,150000000.0,6.0,series_e,237248.0,1000000000.0,1.0,other,-50000000.0,239.0
191301,6b9e17f9-3866-48a9-ac0b-7311c3e06218,01f442e3-1e95-4eb5-09b0-a6e852cfb5b5,2906582400,28595099.0,1.0,series_b,55548.0,346318419.0,0.0,CAN,28595099.0,1499.0
411238,6d33e3ca-b3aa-468e-85ab-45e894eeba19,01fa455a-2586-43d5-8ade-2c70b75b413b,3005769600,2000000.0,12.0,other,565784.0,14500000.0,0.0,IND,2000000.0,1431.0
391634,7a265aa6-c376-44ba-a1ad-cc79eb256bf2,020b85ae-d7d2-8d9f-3c57-84f3c8e7d9cc,2938032000,160000000.0,12.0,series_c,71339.0,600000000.0,0.0,USA,160000000.0,1133.0
408535,d3081cc9-77e4-42ed-992e-3725e37ac7da,020b85ae-d7d2-8d9f-3c57-84f3c8e7d9cc,2993500800,200000000.0,8.0,series_d,7778.0,4000000000.0,1.0,USA,40000000.0,642.0
391683,2a1bd10c-ef9d-4043-ad1f-d3ea2c3566d6,020b85ae-d7d2-8d9f-3c57-84f3c8e7d9cc,3006374400,500000000.0,1.0,other,4160.0,6000000000.0,2.0,USA,300000000.0,149.0
360332,bc412659-05f0-429c-bc73-4c0ce2dee48c,020b8b55-f8cb-4657-9557-f631b797ae46,2995315200,875000.0,1.0,series_a,3458300.0,5875000.0,0.0,USA,875000.0,335.0
488519,ac5fe6cd-ad67-44a8-ba90-df24a6e61163,020b8b55-f8cb-4657-9557-f631b797ae46,3004473600,2000000.0,1.0,series_a,3458300.0,12600000.0,1.0,USA,1125000.0,106.0
79757,7407f194-7cb2-7873-1123-21965df56f62,021ac709-7de2-90c4-fe72-05a937e6423f,2809555200,10000000.0,3.0,series_a,117430.0,65000000.0,0.0,other,10000000.0,1046.0
363345,29c567ba-1237-4f7d-bbae-63223e4ba4b6,021ac709-7de2-90c4-fe72-05a937e6423f,2844028800,6062984.0,1.0,series_b,74375.0,77748849.0,2.0,other,-121618405.0,143.0
168601,c5f906bb-ec70-abec-e86f-95a4d518ad7d,021e505c-67aa-688c-e525-71bb1745e3f9,2871936000,489829.0,3.0,seed,1070973.0,1591796.0,1.0,GBR,-282647.0,429.0
20188,bb676d6c-a2d0-91f7-ce58-cc60cc61ba05,022417b5-4980-6c54-0f3c-6736bbbb1a5e,2696803200,100000000.0,4.0,series_d,1765.0,1000000000.0,3.0,SWE,83855321.0,501.0
33410,a478991d-2bd7-c336-500a-e8b5e36731b4,022417b5-4980-6c54-0f3c-6736bbbb1a5e,2741472000,100000000.0,7.0,series_e,2429.0,3000000000.0,4.0,SWE,0.0,517.0
45352,8fff2ebf-58b7-d64f-75cd-1f57a96ff962,022417b5-4980-6c54-0f3c-6736bbbb1a5e,2773526400,250000000.0,2.0,other,5379.0,4250000000.0,5.0,SWE,150000000.0,371.0
90727,2676d7b1-4a97-360b-3776-3bc6620b5cec,022417b5-4980-6c54-0f3c-6736bbbb1a5e,2822428800,526000000.0,21.0,other,148898.0,8530000000.0,6.0,SWE,276000000.0,566.0
26648,82c54ce7-8594-d5e7-13e3-e1f109fcaf9b,022bddcc-e01a-a6de-91e9-b93cfcc5a9ee,2732227200,125000000.0,7.0,series_e,13442.0,1200000000.0,5.0,USA,77000000.0,523.0
139633,d317a4ec-7fd1-1cd0-62d0-51d4d39e88a7,0245f1aa-9cc5-f54b-db5e-812406eedde6,2865888000,2615000.0,1.0,series_a,61617.0,29615000.0,0.0,USA,2615000.0,5776.0
390770,5d2e5d22-2c6a-4cc8-b70e-1b832998b77a,024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,3006374400,110000000.0,4.0,series_d,4699.0,800000000.0,5.0,IND,75850658.0,562.0
417198,cc1c0edb-1ef0-4117-841e-535a3a074814,024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,3016224000,160000000.0,4.0,series_e,4160.0,1570000000.0,6.0,IND,50000000.0,114.0
429271,872bbdb1-91d6-4706-ace1-19e092cfad72,024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,3021494400,200000000.0,3.0,other,1329.0,2993000000.0,7.0,IND,40000000.0,61.0
447194,8d102f10-6366-4a77-96c5-e5448483553d,024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,3028492800,185000000.0,3.0,other,4699.0,5000000000.0,8.0,IND,-15000000.0,81.0
447196,7f6491d0-21fb-4b8b-b3ad-112cd93cf898,024d26ed-e03c-e51b-08cd-0c7c1bc9ddd5,3028492800,140000000.0,3.0,other,4699.0,5000000000.0,9.0,IND,-45000000.0,0.0
396469,0a564c18-1c7a-4c2e-926f-8f8072e468d5,0251bd4a-b6d1-a307-e00c-0137d11c8c44,3007929600,120000000.0,1.0,other,948.0,600000000.0,2.0,IND,110700000.0,12.0
418440,2de5e8be-ad02-4a3b-9834-79c5a8a93d74,0251bd4a-b6d1-a307-e00c-0137d11c8c44,3017001600,65000000.0,2.0,other,19509.0,1200000000.0,3.0,IND,-55000000.0,105.0
250027,c144f131-853e-4f43-8e41-0172efece330,025b9159-a8db-4e23-9691-b010583556c7,2942697600,656347.0,4.0,pre_seed,38545.0,2156347.0,1.0,GBR,465240.0,92.0
289433,b9da8728-b814-4dda-b350-21eedebd4eaa,025b9159-a8db-4e23-9691-b010583556c7,2979158400,2586905.0,4.0,seed,114965.0,9362130.0,2.0,GBR,1930558.0,422.0
165014,993a6e5c-a773-db65-82d2-d7eb62cfb775,02692a25-7a35-ae8e-8076-4ea1fe49c82d,2906755200,1714363.0,2.0,seed,354308.0,11510720.0,0.0,DEU,1714363.0,374.0
123198,bb8e1774-f47f-613d-616f-2d8355ab7b66,026bb013-613f-06d7-43be-9116581b7dd4,2837376000,45183.0,3.0,pre_seed,275.0,737619.0,0.0,GBR,45183.0,182.0
143483,0e94d818-f1e9-e416-ac1a-bb1e42ac4ba0,026bb013-613f-06d7-43be-9116581b7dd4,2851891200,184087.0,1.0,pre_seed,275.0,1733104.0,1.0,GBR,138904.0,168.0
159088,4878fe84-dc87-dc62-8de9-e65f5be4b41b,026bb013-613f-06d7-43be-9116581b7dd4,2866060800,155541.0,2.0,pre_seed,275.0,2129600.0,2.0,GBR,-28546.0,164.0
118030,785a27a6-a424-b3d3-9ebb-6efcfd649291,029acbfd-a265-41e0-a499-d4a60509048c,2347488000,26400000.0,6.0,series_b,67133.0,110000000.0,0.0,USA,26400000.0,872.0
339101,eed5cddf-b510-414c-8f8b-c004f8a8b3a5,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,2988921600,45000000.0,6.0,series_b,11796.0,320000000.0,3.0,USA,36500000.0,479.0
393629,0a114ac5-d964-4ef4-9fa9-043f538ad307,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,3006892800,75000000.0,5.0,series_c,11262.0,1300000000.0,4.0,USA,30000000.0,208.0
432309,2d16b038-75ec-4af2-9e63-fc5312b88e70,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,3022704000,110000000.0,8.0,series_d,87891.0,3000000000.0,5.0,USA,35000000.0,183.0
138986,2190964c-a850-ece7-8276-5c62c56534ce,02a2153b-cdb2-e0e3-b355-afadf3136a3c,2864937600,230399574.0,1.0,series_b,44681.0,1233752555.0,0.0,CHN,230399574.0,1733.0
446814,0cc22b04-9255-46d2-b2ba-84f4d968c7b5,02bc560b-885d-a698-a96e-a2acf67a1578,3028147200,53000000.0,3.0,series_b,23127.0,303000000.0,0.0,SGP,53000000.0,2906.0
478153,cc3f2b94-dc2a-4e95-8ad2-c50349592540,02bc560b-885d-a698-a96e-a2acf67a1578,3039465600,12000000.0,4.0,series_b,23127.0,315000000.0,1.0,SGP,-41000000.0,131.0
442502,106e8e22-4c14-4068-8dd8-dc37bfe41dd3,02c2820e-ecb3-0fc7-adc3-a2db990b82cc,3026678400,200000000.0,11.0,series_c,19874.0,1000000000.0,2.0,GBR,75000000.0,489.0
483287,15278f4d-d467-4c97-9b67-b9ac69cb066c,02c2820e-ecb3-0fc7-adc3-a2db990b82cc,3041366400,160000000.0,8.0,series_d,948.0,2700000000.0,4.0,GBR,105876024.0,93.0
54583,205e548d-ead9-95e5-a3f8-23fe124f55af,02c37a4d-e931-84dd-9f25-27be339530ff,2779747200,1300000.0,2.0,series_a,18337.0,5300000.0,0.0,CHN,1300000.0,2223.0
269111,61b6938b-fc87-4261-a66a-86f9118c7a1e,02c76115-b335-4f96-b7af-d6a07127f4b9,2897942400,750000.0,2.0,pre_seed,434242.0,2750000.0,0.0,CAN,750000.0,210.0
269112,e2500988-19aa-432b-98e8-2df0447a1955,02c76115-b335-4f96-b7af-d6a07127f4b9,2945203200,750000.0,1.0,seed,434242.0,7250000.0,2.0,CAN,0.0,547.0
106200,5aeaaadd-bc49-d091-3aab-04dd51067983,02d162df-2df1-f2f8-e3e4-d8e046bf4211,2834611200,157000000.0,2.0,series_d,239895.0,1000000000.0,0.0,CHN,157000000.0,5414.0
258583,0820e9c5-f1e4-421e-a059-d699cbcf9cd1,02d2712a-23f6-436a-b1a1-1126697b6d4e,2932761600,38390.0,1.0,pre_seed,112026.0,479870.0,0.0,BRA,38390.0,706.0
203433,c4847431-91ce-4a15-aa6f-9ebe6a76854a,02fe0b5d-f547-f8c2-7295-55121c85209f,2913321600,10000000.0,5.0,other,4435.0,110000000.0,2.0,other,6000000.0,150.0
267665,624f834f-924b-40bd-9b84-9d54a68764b5,03008827-647b-4c1d-9689-9efea966676e,2953238400,3000000.0,1.0,seed,396826.0,20000000.0,0.0,other,3000000.0,1309.0
245793,20197153-321c-402a-be24-8b96ad4162e2,03178f80-6c8e-4bda-b45b-d5342c806c56,2939846400,500000000.0,6.0,series_c,4276.0,2000000000.0,3.0,CHN,430000000.0,267.0
397462,4f752afb-51e6-404c-b6bd-84e631d71aaa,0317ce6b-363f-453f-a588-c98c65a364db,3007584000,2000000.0,6.0,pre_seed,96981.0,7500000.0,0.0,ISR,2000000.0,45.0
158776,a5548789-7ee4-a1d3-6898-2ae1dc2cba28,03236209-e896-9b3a-5b5f-4e3b21e6ec74,2840400000,1836965.0,1.0,series_a,232385.0,9184822.0,0.0,CHN,1836965.0,307.0
322623,216897a2-c76c-4bcf-988e-45176d911e88,03287c90-1188-4d26-984f-eb1196e32710,2977689600,1799977.0,1.0,series_a,119764.0,7799977.0,1.0,USA,999977.0,316.0
289521,843b0c6d-3871-4b48-ba85-527f9f56cdbc,0332fe99-b8fb-290d-8b8f-9087a03334a7,2964384000,50000.0,1.0,seed,64588.0,500000.0,0.0,USA,50000.0,933.0
212725,69839da3-be83-47e9-9cd6-2b5336dff713,03428287-e7ee-a403-fa5f-f2014f0d8881,2890857600,300000.0,1.0,other,261368.0,3300000.0,0.0,USA,300000.0,799.0
212724,b5efd4e9-939a-4994-9f2c-517e37676d30,03428287-e7ee-a403-fa5f-f2014f0d8881,2904508800,300000.0,1.0,other,261368.0,3300000.0,1.0,USA,0.0,158.0
105381,29b015e4-019d-8918-c7bf-6b7319150857,034bcaca-d76e-bd96-05cb-9760b17186bf,2834870400,3670846.0,2.0,series_a,7284.0,18813086.0,0.0,IND,3670846.0,1034.0
188578,5054e9d3-9831-4118-b130-c9dfecffcb39,03546ed8-ae51-3814-878f-187ede715517,2884723200,52100000.0,6.0,other,1928.0,852100000.0,2.0,USA,17100005.0,1122.0
466076,6797373b-2cca-4ec3-8f2b-70c7fd9d2841,035cf7ed-ebd7-4a89-a119-943b40f128c0,3035145600,200000000.0,16.0,series_c,948.0,2500000000.0,4.0,AUS,140001024.0,174.0
49771,a98c2304-9fe5-a811-6e85-1ad4317dfe39,03602d32-6c04-d8de-45b4-352c04250338,2759702400,28733.0,2.0,seed,5370.0,603396.0,0.0,AUS,28733.0,895.0
283564,79b663a6-d619-4fca-a235-bef77465ce33,03612bdf-41eb-45b2-bb06-68da1be5f13e,2962051200,875000000.0,1.0,private_equity,141801.0,5835000000.0,0.0,other,875000000.0,22960.0
258566,541a1f98-622f-4310-82d1-b087c168315e,036b181d-5e57-4b69-a4f0-a4ec246767bb,2912198400,73042.0,2.0,pre_seed,112026.0,241037.0,0.0,BRA,73042.0,468.0
