company_num,group_num,seg_num,round_date,raised_usd,postvalue_usd,exit_date,exit_type,exit_value,return_usd
c3fe52ed-ff44-434b-8ce8-7a21d11113de,Tech,Financial Services,2021-10-13,20000000.0,1350000000.0,,4,,
c4396463-b910-f125-3f0b-6c3857a58b42,Tech,Artificial Intelligence,2021-08-24,210000000.0,1000000000.0,,4,,
c44292c2-c629-557a-5d32-fde11f84ae48,Tech,Artificial Intelligence,2022-04-05,25000000.0,150000000.0,,4,,
c46afd6d-7715-4e2e-aeeb-4e63f3570127,Other,Information Technology,2017-11-01,58143.0,2965277.0,,4,,
c47a93e5-262e-4640-9c8a-0f3008c42cc7,Tech,Artificial Intelligence,2022-02-04,150000.0,1250000.0,,4,,
c47a93e5-262e-4640-9c8a-0f3008c42cc7,Tech,Artificial Intelligence,2022-03-24,50000.0,4000000.0,,4,,
c48cead5-0b93-45c5-9bb2-5dc3e75114f0,Tech,Apps,2020-11-11,50000.0,2550000.0,,4,,
c48cead5-0b93-45c5-9bb2-5dc3e75114f0,Tech,Apps,2021-08-01,750000.0,13250000.0,,4,,
c4d00c9b-2d29-43d4-8c2c-c1df9138e331,Tech,Agriculture and Farming,2020-12-23,1250000.0,6750000.0,,4,,
c53745e7-2bd2-4bc5-907d-271c2c075651,Tech,Advertising,2021-04-22,25000000.0,200000000.0,,4,,
c5666c8a-ce36-40e1-96d7-2c41c8c73185,Tech,Data and Analytics,2019-08-03,12861.0,160767.0,,4,,
c5b67ab4-51ad-bcbe-2966-445f01adada3,Tech,Artificial Intelligence,2013-03-19,257265.0,514530.0,,4,,
c5b67ab4-51ad-bcbe-2966-445f01adada3,Tech,Artificial Intelligence,2016-01-18,108907.0,5009708.0,,4,,
c5b67ab4-51ad-bcbe-2966-445f01adada3,Tech,Artificial Intelligence,2016-07-12,1106439.0,6638636.0,,4,,
c5b67ab4-51ad-bcbe-2966-445f01adada3,Tech,Artificial Intelligence,2018-10-01,694626.0,9377452.0,,4,,
c63193c0-d5bd-aa5f-8d34-456b3cef821a,Other,Information Technology,2016-12-05,52500000.0,105000000.0,,4,,
c65c5f6a-97bf-4397-83ca-1b3c8c4c3af0,Tech,Apps,2020-03-01,225000.0,1225000.0,,4,,
c6c48dfc-ee35-42c7-893f-1362b5214d01,Other,Information Technology,2021-07-21,1250000.0,5250000.0,,4,,
c6ca9602-ecd8-8fbe-892a-c86c48e93cdb,Health,Food and Beverage,2016-11-05,230288.0,2983736.0,,4,,
c6e62c73-2ac3-48b7-b904-b0e89e6a413d,Other,Information Technology,2019-02-28,520000.0,21140000.0,,4,,
c6e62c73-2ac3-48b7-b904-b0e89e6a413d,Other,Information Technology,2020-01-31,270000.0,21600000.0,,4,,
c722be0f-f7e8-ccfb-c319-fe8dc2752cdb,Tech,Artificial Intelligence,2018-11-14,3500000.0,8000000.0,,4,,
c722be0f-f7e8-ccfb-c319-fe8dc2752cdb,Tech,Artificial Intelligence,2020-05-18,13600000.0,46600000.0,,4,,
c75288dc-bcd2-d9ce-f943-d8ce64b486e3,Tech,Apps,2021-11-16,67919402.0,727529997.0,,4,,
c7738cfd-df1e-492e-929a-7d06e2561196,Tech,Financial Services,2020-08-14,523460.0,11323460.0,,4,,
c779ae53-8a4b-4620-9aca-c8843597748f,Tech,Advertising,2020-11-11,25000.0,1275000.0,,4,,
c79aa275-bd49-450e-ac97-f3a136766f68,Retail,Administrative Services,2021-12-27,200000000.0,1500000000.0,,4,,
c7d1e16c-0dd0-5f38-3060-c520cd577039,Tech,Consumer Electronics,2018-04-18,478069898.0,1350000000.0,,4,,
